Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,PQL
3.0,NBL,53,3,4,6,1,17,0,6,5,Lobby 1,Semifinals,1.0,14.0,7.0,1.0,Preseason_Qualifier_2
4.0,BP,52,9,4,4,8,6,6,3,7,Lobby 1,Semifinals,13.0,2.0,6.0,4.0,Preseason_Qualifier_2
5.0,CLX,45,10,5,3,8,15,3,9,9,Lobby 1,Semifinals,12.0,6.0,13.0,0.0,Preseason_Qualifier_2
6.0,FNG NEW ERA,42,17,3,1,8,10,6,15,0,Lobby 1,Semifinals,18.0,0.0,5.0,6.0,Preseason_Qualifier_2
7.0,CC,39,14,0,9,3,12,0,12,4,Lobby 1,Semifinals,14.0,3.0,2.0,14.0,Preseason_Qualifier_2
8.0,LF,38,2,5,7,1,20,0,14,2,Lobby 1,Semifinals,2.0,6.0,15.0,1.0,Preseason_Qualifier_2
9.0,DUMPERS,37,20,0,17,6,3,17,10,0,Lobby 1,Semifinals,8.0,2.0,12.0,0.0,Preseason_Qualifier_2
10.0,BW,34,5,7,18,0,4,5,16,0,Lobby 1,Semifinals,3.0,6.0,19.0,0.0,Preseason_Qualifier_2
11.0,EST,31,4,3,14,7,19,1,11,3,Lobby 1,Semifinals,4.0,5.0,16.0,0.0,Preseason_Qualifier_2
12.0,Onyx,30,11,2,10,4,11,0,5,5,Lobby 1,Semifinals,15.0,2.0,4.0,3.0,Preseason_Qualifier_2
13.0,2B1C,25,8,1,11,1,2,2,18,0,Lobby 1,Semifinals,6.0,5.0,11.0,0.0,Preseason_Qualifier_2
14.0,SDO,23,18,0,13,0,16,0,17,0,Lobby 1,Semifinals,7.0,2.0,3.0,10.0,Preseason_Qualifier_2
15.0,SLS,18,16,0,12,1,9,1,8,4,Lobby 1,Semifinals,17.0,0.0,9.0,5.0,Preseason_Qualifier_2
16.0,Sea Of Thieves,18,15,0,5,4,7,2,19,0,Lobby 1,Semifinals,5.0,0.0,20.0,0.0,Preseason_Qualifier_2
17.0,GNR,14,19,0,15,3,13,3,4,1,Lobby 1,Semifinals,16.0,0.0,17.0,0.0,Preseason_Qualifier_2
18.0,RAWR,14,6,2,8,0,18,0,7,3,Lobby 1,Semifinals,19.0,0.0,14.0,0.0,Preseason_Qualifier_2
19.0,Spooky Scary,13,13,3,20,0,14,0,13,0,Lobby 1,Semifinals,10.0,0.0,8.0,3.0,Preseason_Qualifier_2
20.0,SickerThanYoAvg,8,12,0,16,1,8,4,20,0,Lobby 1,Semifinals,20.0,0.0,18.0,0.0,Preseason_Qualifier_2
1.0,BAD,76,1,10,5,4,4,5,4,5,Lobby 2,Semifinals,7.0,4.0,1.0,7.0,Preseason_Qualifier_2
2.0,SUP,66,14,0,9,2,1,8,6,6,Lobby 2,Semifinals,1.0,13.0,4.0,2.0,Preseason_Qualifier_2
3.0,SXG,65,15,8,8,10,2,10,1,11,Lobby 2,Semifinals,13.0,0.0,15.0,0.0,Preseason_Qualifier_2
4.0,SMP,55,11,0,7,2,3,6,9,2,Lobby 2,Semifinals,3.0,6.0,3.0,12.0,Preseason_Qualifier_2
5.0,SHEESH,53,2,3,2,6,5,7,16,1,Lobby 2,Semifinals,9.0,8.0,13.0,3.0,Preseason_Qualifier_2
6.0,RT,40,4,5,4,5,6,0,12,0,Lobby 2,Semifinals,2.0,6.0,12.0,0.0,Preseason_Qualifier_2
7.0,O TAMA,38,5,7,13,1,10,2,7,2,Lobby 2,Semifinals,15.0,3.0,2.0,3.0,Preseason_Qualifier_2
8.0,JOYBOYS,38,13,0,1,9,14,0,10,2,Lobby 2,Semifinals,4.0,2.0,5.0,0.0,Preseason_Qualifier_2
9.0,CPR Certified,36,10,0,3,3,15,0,5,6,Lobby 2,Semifinals,5.0,3.0,6.0,3.0,Preseason_Qualifier_2
10.0,MOAN,32,6,1,6,5,11,0,2,5,Lobby 2,Semifinals,8.0,1.0,8.0,0.0,Preseason_Qualifier_2
11.0,WASH,29,20,0,14,6,19,4,18,1,Lobby 2,Semifinals,14.0,0.0,7.0,13.0,Preseason_Qualifier_2
12.0,AM,28,16,1,16,0,9,1,3,5,Lobby 2,Semifinals,12.0,5.0,10.0,4.0,Preseason_Qualifier_2
13.0,LM,26,3,3,12,0,13,6,14,3,Lobby 2,Semifinals,11.0,0.0,11.0,2.0,Preseason_Qualifier_2
14.0,pub stars,20,12,5,18,4,17,2,15,2,Lobby 2,Semifinals,18.0,0.0,9.0,3.0,Preseason_Qualifier_2
15.0,Young Prodigies,18,7,7,19,0,20,1,11,2,Lobby 2,Semifinals,20.0,0.0,14.0,3.0,Preseason_Qualifier_2
16.0,LVG,15,19,0,15,0,8,4,13,2,Lobby 2,Semifinals,6.0,2.0,19.0,0.0,Preseason_Qualifier_2
17.0,Wonderboys,11,9,2,10,2,12,0,19,0,Lobby 2,Semifinals,10.0,0.0,16.0,0.0,Preseason_Qualifier_2
18.0,LKM,11,8,3,11,0,7,0,8,0,Lobby 2,Semifinals,16.0,0.0,17.0,0.0,Preseason_Qualifier_2
19.0,Inevitable Gaming,4,17,0,20,0,18,0,20,0,Lobby 2,Semifinals,17.0,4.0,18.0,0.0,Preseason_Qualifier_2
20.0,BQB,3,18,0,17,2,16,1,17,0,Lobby 2,Semifinals,19.0,0.0,20.0,0.0,Preseason_Qualifier_2
1.0,SXG,61,8,6,7,8,17,3,4,5,Lobby 1,Finals,1.0,12.0,5.0,1.0,Preseason_Qualifier_2
2.0,O TAMA,59,12,2,15,0,3,7,2,4,Lobby 1,Finals,6.0,4.0,1.0,9.0,Preseason_Qualifier_2
3.0,NBL,59,19,0,1,7,2,6,3,3,Lobby 1,Finals,12.0,1.0,2.0,4.0,Preseason_Qualifier_2
4.0,DUMPERS,57,6,11,2,5,14,6,17,0,Lobby 1,Finals,17.0,0.0,6.0,19.0,Preseason_Qualifier_2
5.0,SHEESH,48,3,5,9,0,13,0,1,14,Lobby 1,Finals,5.0,0.0,17.0,3.0,Preseason_Qualifier_2
6.0,BP,47,7,3,14,2,1,12,12,0,Lobby 1,Finals,18.0,0.0,3.0,6.0,Preseason_Qualifier_2
7.0,BW,46,2,8,6,2,10,1,18,1,Lobby 1,Finals,2.0,11.0,16.0,0.0,Preseason_Qualifier_2
8.0,CPR Certified,43,14,0,5,8,5,3,14,1,Lobby 1,Finals,3.0,3.0,4.0,6.0,Preseason_Qualifier_2
9.0,CLX,33,16,0,4,6,8,4,6,10,Lobby 1,Finals,7.0,0.0,20.0,0.0,Preseason_Qualifier_2
10.0,SMP,31,11,2,13,0,7,3,5,10,Lobby 1,Finals,11.0,1.0,10.0,3.0,Preseason_Qualifier_2
11.0,Never Lucky,28,5,4,3,9,19,1,7,0,Lobby 1,Finals,19.0,0.0,19.0,0.0,Preseason_Qualifier_2
12.0,BAD,22,13,8,12,3,12,3,11,1,Lobby 1,Finals,9.0,0.0,13.0,0.0,Preseason_Qualifier_2
13.0,TSS,22,10,2,19,0,6,1,19,0,Lobby 1,Finals,13.0,7.0,15.0,5.0,Preseason_Qualifier_2
14.0,JOYBOYS,22,1,4,18,0,15,0,10,0,Lobby 1,Finals,20.0,1.0,9.0,0.0,Preseason_Qualifier_2
15.0,MOAN,21,4,0,17,0,18,0,8,1,Lobby 1,Finals,4.0,7.0,11.0,0.0,Preseason_Qualifier_2
16.0,RT,20,9,0,8,3,9,0,16,5,Lobby 1,Finals,14.0,2.0,14.0,2.0,Preseason_Qualifier_2
17.0,SUP,17,18,2,16,0,4,1,13,1,Lobby 1,Finals,15.0,2.0,7.0,1.0,Preseason_Qualifier_2
18.0,LF,15,17,0,11,1,11,3,9,4,Lobby 1,Finals,10.0,1.0,18.0,0.0,Preseason_Qualifier_2
19.0,CC,10,15,0,20,0,20,0,15,0,Lobby 1,Finals,8.0,5.0,12.0,0.0,Preseason_Qualifier_2
20.0,FNG NEW ERA,5,20,0,10,1,16,0,20,0,Lobby 1,Finals,16.0,0.0,8.0,0.0,Preseason_Qualifier_2
1.0,RCO,60,3,2,1,10,3,3,1,7,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
2.0,SJP,49,4,5,6,7,1,10,5,3,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
3.0,NBL,40,12,0,5,6,2,13,8,5,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
4.0,MOAN,38,2,11,10,2,8,7,6,2,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
5.0,GNR,32,5,7,20,0,4,8,12,7,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
6.0,Hooiya,32,1,15,17,0,14,0,9,2,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
7.0,1 vs Lobby,25,18,1,3,1,6,4,4,4,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
8.0,Evil Eye,21,9,0,2,6,9,1,13,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
9.0,Sussy Bakas,20,20,0,18,0,7,3,2,5,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
10.0,CPR Certified,20,15,0,4,2,15,0,3,4,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
11.0,SJN,18,13,6,8,7,19,1,17,1,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
12.0,TGJ,14,11,1,9,5,17,3,15,1,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
13.0,Coconut Island,13,16,0,12,0,16,4,10,6,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
14.0,Hardstuck10k,13,6,1,7,6,20,0,19,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
15.0,LZR,12,7,3,13,1,10,0,11,1,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
16.0,SSW,11,10,0,15,0,5,0,14,3,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
17.0,High Dexterity,9,17,3,14,2,13,2,18,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
18.0,ZooWeeMama,7,19,3,16,0,12,1,16,2,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
19.0,UORG,7,14,1,11,0,11,0,7,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
20.0,TTV Squad,2,8,0,19,0,18,0,20,0,Lobby 1,Round_3,,,,,Preseason_Qualifier_3
1.0,Dark Matter,46,1,14,4,11,15,2,14,0,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
2.0,Inevitable Gaming,45,6,9,16,1,1,20,19,0,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
3.0,Code Cloud,39,16,0,1,12,20,0,3,8,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
4.0,Siracha,39,3,4,2,3,6,5,10,6,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
5.0,CIMJ,38,2,7,5,5,9,7,7,1,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
6.0,pub stars,35,13,7,9,3,4,4,6,10,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
7.0,CCE,27,20,0,13,3,3,11,12,4,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
8.0,Shadow Point,26,8,3,10,3,8,0,2,5,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
9.0,Young Prodigies,25,9,5,3,3,5,1,8,1,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
10.0,Unsigned Talent,23,10,0,7,0,19,0,1,6,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
11.0,CHASE.OG,16,4,1,17,0,7,2,4,0,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
12.0,Apex Mobile,15,14,0,8,7,13,2,13,1,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
13.0,TIFON,13,12,0,14,0,2,2,16,0,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
14.0,ING,12,17,0,20,0,18,0,5,8,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
15.0,ZERO,12,5,3,11,1,16,0,15,2,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
16.0,RT,11,11,2,12,2,11,0,11,3,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
17.0,Team MnK,11,15,0,6,4,10,1,17,0,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
18.0,PTRN,5,7,1,18,0,14,0,20,0,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
19.0,Factory,3,18,0,19,0,12,0,9,0,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
20.0,Turtle Named Bob,2,19,0,15,0,17,0,18,1,Lobby 2,Round_3,,,,,Preseason_Qualifier_3
1.0,Zoo Pals,71,1,15,4,3,1,13,8,9,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
2.0,WASH,46,6,4,13,7,10,0,1,17,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
3.0,MAP,41,3,4,1,10,18,1,4,2,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
4.0,BP,35,2,7,7,4,6,7,13,1,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
5.0,OA,31,4,3,8,8,13,0,3,5,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
6.0,LM,26,18,0,5,3,9,5,2,3,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
7.0,Onyx,24,9,1,2,10,17,1,15,0,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
8.0,LVG,21,8,8,10,2,8,3,11,1,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
9.0,ChayKayJay,21,5,3,3,2,7,1,14,0,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
10.0,Undisputed,20,16,0,19,0,3,4,5,5,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
11.0,TAT,20,13,2,18,1,2,1,6,3,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
12.0,hi rollers,16,10,3,15,1,12,5,9,1,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
13.0,3lokos,15,7,4,11,0,15,1,7,2,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
14.0,OutofPocketGamer,13,15,1,14,1,5,5,16,0,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
15.0,Beamer Bros,11,19,0,12,1,11,3,12,4,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
16.0,NSO,11,12,1,9,4,14,0,10,0,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
17.0,INF,10,11,1,6,0,4,0,18,0,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
18.0,Oasis,2,14,0,17,0,16,1,17,0,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
19.0,Kapatillos,1,17,1,20,0,20,0,20,0,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
20.0,CLICKCIRCLES,0,20,0,16,0,20,0,19,0,Lobby 3,Round_3,,,,,Preseason_Qualifier_3
1.0,BAD,70,1,12,2,9,1,9,8,5,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
2.0,CLX,58,2,16,10,3,18,0,1,16,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
3.0,LMX,40,7,0,1,10,6,9,17,3,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
4.0,Monsters Inc.,36,12,2,4,7,3,10,15,3,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
5.0,UNDD,35,8,4,13,0,2,5,2,5,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
6.0,UNL,27,11,2,3,5,12,8,11,2,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
7.0,Chosen Legacy,20,5,4,6,6,14,0,9,0,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
8.0,Meow Syndicate,19,17,0,7,5,5,3,14,3,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
9.0,LKM,19,4,3,5,2,9,1,13,1,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
10.0,T-State,18,10,6,16,1,8,1,4,1,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
11.0,L1FT,18,3,2,14,0,13,0,6,4,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
12.0,Vandals,18,14,0,9,2,4,2,5,2,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
13.0,Global,14,6,0,8,4,17,0,7,2,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
14.0,IFE,13,9,3,19,0,7,0,10,3,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
15.0,Manifest,11,19,0,17,0,15,1,3,2,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
16.0,LacklusterTalent,6,13,0,12,0,16,3,12,0,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
17.0,The Pickups,3,16,0,15,0,11,1,16,0,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
18.0,Sauce Packets,3,18,0,11,0,10,0,18,0,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
19.0,Kox Gaming,1,15,0,18,0,19,0,19,0,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
20.0,Handsome Fellas,0,20,0,20,0,20,0,20,0,Lobby 4,Round_3,,,,,Preseason_Qualifier_3
1.0,BW,54,1,23,7,3,7,10,18,0,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
2.0,O TAMA,48,20,0,3,10,1,14,12,4,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
3.0,YouLikeThatMate?,42,2,5,1,10,8,0,15,3,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
4.0,2B1C,36,11,0,2,7,6,2,8,12,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
5.0,Strive,34,18,0,9,3,10,5,1,10,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
6.0,Point Theft,33,8,3,5,3,2,12,17,0,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
7.0,AST,33,10,8,4,2,13,0,2,6,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
8.0,The Big 3,27,5,6,6,8,11,3,10,0,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
9.0,Team Name,26,3,2,10,5,4,0,6,2,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
10.0,Specter,15,9,2,18,0,14,0,3,3,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
11.0,quest gaming,14,7,0,12,0,9,1,4,2,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
12.0,BDC,14,14,0,8,0,3,2,9,0,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
13.0,EXAgents,10,15,1,14,1,15,1,5,0,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
14.0,The Semi Pros,9,19,0,11,3,16,0,7,2,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
15.0,No Rolla Gang,9,6,1,17,0,12,0,11,3,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
16.0,BYE,9,16,0,13,1,5,2,14,0,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
17.0,TEAM Workaholics,8,4,2,20,0,17,0,13,0,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
18.0,Yubari Kings,4,12,3,16,0,18,0,16,0,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
19.0,Team Prodigy,2,17,1,15,0,20,0,20,0,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
20.0,UBC Blue,1,13,0,19,0,19,0,19,0,Lobby 5,Round_3,,,,,Preseason_Qualifier_3
1.0,SHEESH,74,1,13,4,6,3,6,1,13,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
2.0,My Neck My Back,47,10,4,7,12,2,17,18,0,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
3.0,CAS,33,8,6,2,8,13,3,12,3,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
4.0,Wonderboys,28,11,3,12,1,4,7,3,3,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
5.0,xD,28,19,1,16,0,1,5,5,6,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
6.0,SUP,27,3,9,18,2,10,2,11,4,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
7.0,Titanes,25,16,0,1,6,16,0,6,4,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
8.0,EST,25,2,1,5,3,7,1,7,1,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
9.0,Sussy Bakas,21,5,0,15,0,9,1,4,8,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
10.0,ActionFiveNews,21,6,1,17,0,15,3,2,4,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
11.0,Zero Creativity,19,4,7,9,1,14,0,9,1,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
12.0,Zachs Chest Hair,14,15,0,3,3,11,0,8,0,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
13.0,NM,13,13,0,14,5,5,2,17,0,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
14.0,RLP,13,9,1,6,0,6,4,16,0,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
15.0,WraithsSquirtgun,11,7,8,19,0,19,0,20,0,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
16.0,Tilly Titans,11,12,1,11,3,8,2,15,0,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
17.0,Victory Or Death,5,18,0,10,1,12,0,14,0,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
18.0,Battle Beavers,4,14,0,13,0,18,0,10,0,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
19.0,Regen,3,17,0,8,0,17,0,13,0,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
20.0,Big Beef Gaming,0,20,0,20,0,20,0,20,0,Lobby 6,Round_3,,,,,Preseason_Qualifier_3
1.0,SMP,96,1,9,4,9,1,12,1,25,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
2.0,JOYBOYS,41,4,8,8,9,2,5,6,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
3.0,MTY,37,2,8,16,0,11,7,3,5,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
4.0,Lonely Fans,34,14,3,1,11,8,4,12,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
5.0,Plimbo,31,11,5,7,2,3,4,5,5,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
6.0,NEAN,29,18,0,11,1,7,4,2,11,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
7.0,BQB,25,7,1,6,7,5,3,11,3,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
8.0,2 Zoomers1boomer,23,15,2,3,4,6,1,8,3,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
9.0,NightMare Red,21,8,1,2,5,14,0,7,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
10.0,LNT,17,5,3,5,1,12,4,19,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
11.0,MXGamers,16,12,3,19,1,4,4,10,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
12.0,ROT,14,10,7,10,0,9,0,14,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
13.0,TAG NA,14,16,1,9,1,15,0,4,4,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
14.0,SLS,14,3,4,14,0,16,1,15,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
15.0,Not Last,6,9,0,15,0,13,2,18,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
16.0,OSU Esports,6,6,0,13,0,17,0,9,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
17.0,Fallen Legacy,5,13,0,12,0,10,1,16,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
18.0,The leftovers,2,19,0,17,0,18,1,13,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
19.0,RIDE THE FURY,0,17,0,18,0,19,0,17,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
20.0,UglyBoys,0,20,0,20,0,20,0,20,0,Lobby 7,Round_3,,,,,Preseason_Qualifier_3
1.0,DUMPERS,64,2,11,2,3,14,3,1,16,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
2.0,AM,62,4,11,4,9,1,16,12,3,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
3.0,RL,55,7,6,1,7,3,8,2,3,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
4.0,TPM,37,1,10,8,0,4,4,15,3,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
5.0,Select,35,5,3,7,7,11,3,6,11,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
6.0,Packet Loss,29,12,0,3,7,9,5,4,2,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
7.0,USAE,26,9,0,6,3,2,3,7,3,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
8.0,Veracity,23,6,0,5,2,5,2,3,1,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
9.0,Tijuana Piranas,14,10,5,14,1,6,2,16,0,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
10.0,New Legends E,14,3,2,10,0,19,0,9,1,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
11.0,The Other Guys,13,15,6,19,0,12,3,13,1,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
12.0,Never Lucky,12,11,0,13,5,13,4,17,0,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
13.0,Team Not Signed,11,8,1,16,3,8,1,10,0,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
14.0,APEX BOIZ,6,17,0,12,0,7,0,18,2,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
15.0,BLitLd Revengers,6,16,0,18,0,10,0,8,2,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
16.0,OperationHana,6,18,0,9,2,15,0,14,0,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
17.0,Rival,5,20,1,17,0,20,0,5,0,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
18.0,Landry,3,13,0,11,1,16,0,20,0,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
19.0,Vortex CGO,2,19,0,20,0,17,0,11,1,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
20.0,Hi-Elevation P,2,14,0,15,0,18,0,19,0,Lobby 8,Round_3,,,,,Preseason_Qualifier_3
1.0,NBL,55,2,10,13,4,13,3,3,20,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
2.0,Inevitable Gaming,46,4,1,2,4,1,12,17,3,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
3.0,CIMJ,44,6,6,18,1,2,8,2,8,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
4.0,CPR Certified,39,18,2,6,11,15,5,1,5,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
5.0,Unsigned Talent,38,3,5,4,7,3,4,8,1,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
6.0,GNR,32,9,5,1,6,17,1,5,2,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
7.0,MOAN,30,5,4,8,6,12,3,6,7,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
8.0,RCO,26,1,8,14,0,7,0,10,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
9.0,Dark Matter,24,7,4,10,0,6,3,4,4,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
10.0,Sussy Bakas,18,12,3,11,0,5,8,13,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
11.0,SJP,17,14,0,3,7,10,0,18,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
12.0,Code Cloud,15,15,2,9,6,14,2,15,0,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
13.0,Siracha,12,20,0,15,3,18,3,7,2,Lobby 1,Quarterfinals,,,,,Preseason_Qualifier_3
