Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,PQL
10.0,DFA,14,11,0,5,4,7,0,10,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_2
11.0,High Dexterity,12,12,0,11,0,5,5,12,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_2
12.0,MBS,10,8,1,14,0,10,3,15,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_2
13.0,Passion Squad,10,10,0,12,0,8,0,11,4,Lobby 2,Round_1,,,,,Preseason_Qualifier_2
14.0,Average Bears,8,5,0,13,0,16,1,9,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_2
15.0,Good Vibes,6,15,0,15,0,12,2,13,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_2
16.0,HiPoint,2,14,0,16,0,15,0,16,0,Lobby 2,Round_1,,,,,Preseason_Qualifier_2
1.0,BOT,83,8,5,2,8,2,18,1,20,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
2.0,Yess,64,1,14,6,11,3,9,8,6,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
3.0,Alliance Esports,50,14,0,1,11,1,6,7,5,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
4.0,Team vex,24,2,2,3,0,7,1,9,0,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
5.0,LostBoyz,21,6,4,11,0,12,0,2,3,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
6.0,Monke,19,5,4,12,2,8,3,14,2,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
7.0,WASH,19,15,0,4,4,9,0,3,0,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
8.0,ChamplainEsports,18,4,6,14,0,13,0,4,0,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
9.0,Red Guardians,15,11,0,8,1,4,2,5,0,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
10.0,Los Nenuckles,15,3,0,13,0,5,0,10,1,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
11.0,Bronze Players,14,9,0,5,2,14,3,12,1,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
12.0,SpiicyBois,11,12,0,7,0,6,0,6,1,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
13.0,Pehdzeh Ki,7,7,1,15,0,15,0,11,0,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
14.0,BibisLive,7,10,0,10,0,10,0,15,0,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
15.0,KING OF HELL,5,13,0,9,0,11,0,13,0,Lobby 30,Round_1,,,,,Preseason_Qualifier_2
1.0,YouLikeThatMate?,44,7,3,1,12,11,3,6,7,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
2.0,Sokudo Plus,44,1,17,3,3,13,0,11,3,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
3.0,Regen,35,2,8,4,6,7,3,14,0,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
4.0,Exoterran Y,33,4,1,6,0,6,6,1,3,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
5.0,ill,30,3,5,11,0,3,3,5,3,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
6.0,Content Squad,29,6,1,9,3,2,8,12,2,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
7.0,Rollin n Trollin,26,12,0,7,5,14,0,3,9,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
8.0,New Legends E,24,20,0,5,0,8,1,2,8,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
9.0,Buck Town Squad,24,10,0,2,6,4,0,10,0,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
10.0,High Rollers,21,5,2,20,0,1,3,20,0,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
11.0,Hidden In Rain,12,14,0,13,3,12,0,4,1,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
12.0,The Pack,11,13,0,8,0,10,3,7,0,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
13.0,Chillz N Killz,9,11,0,14,0,5,1,8,0,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
14.0,MidRapidGaming,7,9,0,10,1,15,0,13,0,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
15.0,NOVA,4,20,0,20,0,9,0,9,0,Lobby 31,Round_1,,,,,Preseason_Qualifier_2
1.0,TPM,60,4,8,1,11,8,2,3,13,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
2.0,InevitableGaming,55,7,11,4,4,7,7,1,10,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
3.0,LVG,46,10,2,14,0,1,13,2,7,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
4.0,LKM,36,2,2,9,2,2,7,5,1,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
5.0,Dawn of Legends,26,14,0,2,9,5,1,8,0,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
6.0,The Big 3,24,12,3,5,3,3,4,11,1,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
7.0,CKA,22,3,3,7,5,11,0,10,1,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
8.0,Stuck Diamonds,22,1,6,11,0,10,0,13,0,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
9.0,Rosewood,18,6,0,3,3,9,0,7,0,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
10.0,RenegadesKnights,17,5,6,6,0,14,0,9,1,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
11.0,The leftovers,17,9,1,12,0,4,3,4,0,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
12.0,KDT,12,8,1,13,0,13,0,6,4,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
13.0,Heaven Or Hell,6,13,0,8,1,15,0,14,0,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
14.0,ELIT3 EMPIRE,6,15,0,10,0,6,0,20,0,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
15.0,WINTER RAIN,4,11,0,15,0,12,0,12,0,Lobby 32,Round_1,,,,,Preseason_Qualifier_2
1.0,BP,91,1,16,1,18,3,13,6,10,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
2.0,SLS,78,5,3,2,7,1,14,1,17,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
3.0,Sea Of Thieves,42,2,6,4,1,2,6,9,4,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
4.0,OutofPocketGamer,34,10,0,3,8,8,1,2,5,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
5.0,Were Just Better,24,7,9,5,3,14,0,8,2,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
6.0,CC,18,13,3,9,4,7,2,10,1,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
7.0,Coconut Island,18,9,1,11,0,5,7,7,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
8.0,Pointsix,15,3,0,10,0,15,0,4,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
9.0,Fenix eSports,12,8,0,6,1,4,0,13,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
10.0,Let Em Know,12,4,0,13,0,9,0,5,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
11.0,JEAGERS,8,6,0,7,0,13,0,14,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
12.0,Simpfor2Dgirls,6,11,0,15,0,6,0,15,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
13.0,capN esports,5,12,0,8,0,11,0,12,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
14.0,Deathbox Dealers,4,12,0,14,0,10,0,0,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
15.0,W-GANG,4,14,0,12,0,12,0,11,0,Lobby 3,Round_1,,,,,Preseason_Qualifier_2
1.0,UNL,86,8,1,1,18,1,23,3,11,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
2.0,Impulsive Gaming,50,3,7,2,6,3,1,4,8,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
3.0,DoubleD'sAndNick,43,7,1,6,5,2,3,1,7,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
4.0,OrgSignUs,33,2,18,14,0,7,0,13,1,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
5.0,The Pickups,31,1,4,3,1,9,1,10,2,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
6.0,Defiance,23,10,2,4,2,5,0,5,4,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
7.0,Crew 686,19,5,1,13,0,8,7,11,3,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
8.0,VermilionKnights,19,6,5,5,0,11,4,12,1,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
9.0,Tooshbags,17,4,0,11,0,10,0,2,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
10.0,EXOTICK,15,9,0,10,4,14,0,7,3,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
11.0,STORM,10,13,0,12,2,6,0,6,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
12.0,CLUB MSRY,10,14,0,7,0,4,0,14,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
13.0,Hardstuck10k,6,12,0,8,0,12,0,8,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
14.0,WiFi Boyz,6,11,0,9,0,13,0,9,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
15.0,Seer Team 6,0,0,0,0,0,0,0,0,0,Lobby 4,Round_1,,,,,Preseason_Qualifier_2
1.0,DNAnuals,50,1,4,1,16,12,3,9,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
2.0,NEAN,46,8,7,9,6,9,4,2,14,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
3.0,Spooky Scary,46,6,11,13,0,6,1,1,15,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
4.0,Gods Plan Gaming,36,9,2,2,5,5,6,3,1,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
5.0,Mike wazoski,34,10,0,3,4,1,8,14,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
6.0,Raised By Wolves,28,4,5,7,4,4,3,6,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
7.0,The Dreamers,28,2,1,12,0,2,5,7,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
8.0,Hunter Legends,26,5,5,8,0,3,1,5,3,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
9.0,DarkRoyalNation,21,3,2,11,0,8,3,4,1,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
10.0,6ide,16,12,0,5,2,7,3,10,1,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
11.0,Therealmoxys,12,7,0,4,1,14,0,8,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
12.0,Foo's Gone W1ld,9,13,0,10,0,10,0,13,3,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
13.0,Ignition Team,6,11,0,6,0,11,0,12,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
14.0,Hardstuck Plat,4,14,0,14,0,13,0,11,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
15.0,Koatl esports,0,0,0,0,0,0,0,0,0,Lobby 5,Round_1,,,,,Preseason_Qualifier_2
1.0,2B1C,67,1,19,13,0,12,0,1,22,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
2.0,USAE,45,10,0,1,12,2,8,9,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
3.0,LacklusterTalent,36,2,4,10,2,1,6,12,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
4.0,Hi,32,3,1,5,7,6,5,10,3,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
5.0,UwU Crew,32,6,0,3,9,10,4,3,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
6.0,GearsKidsonApex,25,4,6,12,2,4,5,14,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
7.0,GNR,23,15,0,6,0,5,4,6,8,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
8.0,BLitLd Revengers,23,9,0,2,6,13,0,4,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
9.0,Kapatillos,21,11,2,9,1,8,0,2,4,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
10.0,Minus RP,18,7,3,7,0,7,3,7,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
11.0,Aim Botz,13,8,3,4,0,9,0,13,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
12.0,Chowan Esports,12,5,2,14,0,11,0,5,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
13.0,LCU Esports,12,12,0,11,0,3,2,11,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
14.0,Anfield,8,13,0,8,0,14,0,8,2,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
15.0,Firebirds,1,14,0,0,0,0,0,0,0,Lobby 6,Round_1,,,,,Preseason_Qualifier_2
1.0,LMX,68,5,1,1,8,1,12,1,7,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
2.0,MoJo,60,1,19,10,1,5,5,3,10,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
3.0,Team Not Signed,42,3,9,2,9,6,1,5,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
4.0,DPRK,40,2,4,5,4,9,5,6,9,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
5.0,quest gaming,25,7,0,4,4,2,1,9,1,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
6.0,Team Supr3me,24,4,0,3,4,4,1,8,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
7.0,DaBabyGaming,23,9,0,6,3,3,6,13,1,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
8.0,Shift Workers,15,6,0,9,0,10,0,4,3,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
9.0,Stars Raws,14,10,0,8,0,0,0,2,1,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
10.0,Nessie and Peeps,8,13,0,12,0,8,0,12,3,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
11.0,hts,8,12,0,7,0,11,0,7,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
12.0,INTPs,6,8,0,11,1,12,0,11,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
13.0,Kill Syn Media,6,11,0,0,0,7,0,10,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
14.0,KThrewLife,0,0,0,0,0,0,0,0,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
15.0,UBC Blue,0,0,0,0,0,0,0,0,0,Lobby 7,Round_1,,,,,Preseason_Qualifier_2
1.0,AST,60,12,4,11,5,1,11,1,14,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
2.0,UNDD,47,4,4,1,10,4,9,13,1,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
3.0,Never Lucky,45,1,16,10,3,10,1,5,5,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
4.0,BBJ,34,6,7,3,5,12,1,6,7,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
5.0,Zero Creativity,34,5,3,7,3,2,9,11,2,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
6.0,BarnYard Bandits,25,11,3,8,3,6,4,4,4,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
7.0,EZ W's,23,9,0,9,3,3,0,2,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
8.0,The Not Squad,22,3,1,6,4,5,1,12,1,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
9.0,BlueDevilsGaming,18,10,0,2,3,9,0,9,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
10.0,HYPERION,15,2,2,12,0,13,0,8,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
11.0,Team HitX,14,8,0,4,1,7,0,7,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
12.0,Buzz Teck Shini,13,14,0,13,0,8,0,3,2,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
13.0,Where's My Will,9,7,2,14,0,11,0,10,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
14.0,Vapid,6,15,0,5,0,14,0,0,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
15.0,Unicorn Guild,1,13,0,0,0,0,0,0,0,Lobby 8,Round_1,,,,,Preseason_Qualifier_2
1.0,BW,106,1,17,2,10,2,25,4,19,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
2.0,DUMPERS,56,13,3,8,8,1,15,5,11,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
3.0,SDO,45,2,10,1,8,8,2,13,1,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
4.0,Pickles,41,3,7,13,0,6,1,1,10,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
5.0,We Lose,24,10,0,3,8,5,0,8,1,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
6.0,The Goon Squad,14,8,0,4,5,14,0,14,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
7.0,Ibex Legends,14,6,0,5,1,7,0,6,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
8.0,Cerberus,14,15,0,10,0,9,0,2,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
9.0,Under10,12,5,4,11,0,11,0,9,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
10.0,Grizzy,12,11,0,15,0,13,0,3,2,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
11.0,Chikiwiki,12,7,0,12,0,3,0,11,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
12.0,The Other Guys,11,4,0,7,1,12,0,12,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
13.0,Distruttori Team,10,12,0,14,0,4,1,10,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
14.0,TEAM Workaholics,9,14,0,6,0,10,0,7,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
15.0,The Latino Gang,6,9,0,9,0,15,0,15,0,Lobby 9,Round_1,,,,,Preseason_Qualifier_2
1.0,Unsigned Talent,70,6,4,1,13,4,10,1,11,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
2.0,WASH,67,1,21,9,9,6,5,6,12,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
3.0,NSO,51,3,1,3,10,1,8,7,3,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
4.0,ING,48,7,5,8,3,8,8,2,16,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
5.0,Zoo Pals,35,2,8,5,6,12,6,17,1,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
6.0,Wonderboys,29,4,1,2,3,11,0,3,3,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
7.0,Pepes Silvia,25,15,0,7,3,3,4,5,3,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
8.0,Mexican Demons,18,10,0,10,1,2,3,12,0,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
9.0,LadyandTheTramps,16,5,6,6,0,10,0,13,0,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
10.0,oni,14,14,8,18,1,19,1,11,2,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
11.0,Laggy 'n Rollers,14,8,0,17,0,15,2,4,4,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
12.0,EAB MODEL,13,20,0,19,3,5,1,10,3,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
13.0,CVS,10,16,0,4,1,9,2,19,0,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
14.0,The Loud Boys,9,12,0,15,3,17,3,14,0,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
15.0,Space Mommy,7,13,0,13,0,14,3,15,0,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
16.0,Waffle Stompers,6,9,1,16,0,7,0,18,0,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
17.0,NNG,4,17,2,20,0,20,0,9,0,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
18.0,Zachs Chest Hair,4,11,0,12,2,18,0,20,0,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
19.0,Team PreMid,4,18,0,11,0,13,0,8,0,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
20.0,TexasRatsnakes,1,19,0,14,0,16,0,16,0,Lobby 10,Round_2,,,,,Preseason_Qualifier_2
1.0,Dark Matter,53,4,6,4,15,0,0,1,10,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
2.0,No Rolla Gang,44,2,12,2,3,6,2,7,3,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
3.0,OA,38,1,8,5,6,14,2,4,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
4.0,xD,37,13,4,18,3,1,15,15,1,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
5.0,Hooiya,36,3,2,15,3,3,7,6,6,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
6.0,LM,34,10,6,10,7,7,5,8,7,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
7.0,Soli Deo Gloria,31,6,0,3,5,8,0,2,5,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
8.0,Chosen Legacy,29,9,0,11,0,2,13,12,3,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
9.0,Kings of Chaos,28,19,0,1,13,9,0,11,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
10.0,TorontoMans,23,14,1,12,0,10,0,3,11,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
11.0,ROT,17,12,8,13,0,17,3,5,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
12.0,Manifest,12,20,0,7,1,5,2,10,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
13.0,StunnerShades,10,8,1,8,0,12,3,14,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
14.0,Athena NA,10,5,2,6,0,13,0,17,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
15.0,PradoHouseCigar,6,11,3,19,0,18,0,9,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
16.0,Team combat Pros,5,7,0,14,0,15,0,20,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
17.0,Sad Bois,4,18,0,0,0,19,0,13,3,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
18.0,Insurgents,3,15,1,17,0,11,0,18,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
19.0,Club Cobra,1,16,0,16,0,16,1,16,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
20.0,Spartan Mafia,0,17,0,0,0,0,0,19,0,Lobby 11,Round_2,,,,,Preseason_Qualifier_2
1.0,SUP,59,7,5,1,16,15,1,2,12,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
2.0,BAD,56,1,10,5,2,12,1,1,14,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
3.0,TGJ,47,3,9,11,3,1,9,14,5,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
4.0,ForcesGG,34,2,6,4,1,10,7,9,2,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
5.0,Just Having Fun,33,8,1,2,11,6,3,6,1,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
6.0,Young Prodigies,32,4,6,9,0,7,5,3,4,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
7.0,BQB,31,16,0,16,5,5,8,4,9,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
8.0,Team Name,27,10,4,7,3,4,4,7,3,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
9.0,JOYBOYS,24,11,5,6,1,2,5,17,0,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
10.0,Beyond Legendz,19,15,0,3,4,13,0,5,2,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
11.0,Birds of Prey,14,20,0,8,2,3,2,13,0,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
12.0,Phenoms,9,14,3,15,0,17,3,11,0,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
13.0,Team Tempest X,9,5,1,12,0,9,0,16,1,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
14.0,F5 twisters,6,6,0,19,0,11,1,15,0,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
15.0,The Wet Bandits,6,12,0,10,0,8,1,18,0,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
16.0,UORG,4,13,0,17,1,19,0,12,1,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
17.0,AVS,4,18,1,18,0,14,0,8,0,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
18.0,Dunk Squad,4,9,1,14,0,16,0,19,0,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
19.0,OnTheRocks,4,17,1,13,0,18,0,10,0,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
20.0,RISK,0,19,0,20,0,20,0,20,0,Lobby 12,Round_2,,,,,Preseason_Qualifier_2
1.0,pub stars,111,7,10,1,24,1,20,1,18,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
2.0,MOAN,48,1,14,8,9,9,9,0,0,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
3.0,Shadow Point,42,3,3,2,5,3,5,11,5,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
4.0,The Semi Pros,38,6,3,17,0,2,6,2,8,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
5.0,LNT,32,4,13,18,0,15,2,3,4,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
6.0,Swanky Boys,27,2,5,4,2,5,0,14,1,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
7.0,zyn,25,13,0,7,0,4,7,5,5,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
8.0,Bloodline,19,14,0,3,3,18,0,4,3,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
9.0,Buds and Beer,14,11,2,5,2,11,0,6,1,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
10.0,Deathbox Hunters,13,8,0,10,0,6,0,7,3,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
11.0,MT Heads,9,9,3,13,0,13,1,12,0,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
12.0,Hollow Purple,8,10,1,11,0,17,0,15,3,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
13.0,Lethal Legion MX,8,15,0,14,2,8,1,13,0,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
14.0,Lunas Superiores,7,16,0,9,1,10,0,8,0,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
15.0,BBC,6,17,0,12,3,16,0,10,0,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
16.0,Lonesome Devils,6,18,0,6,0,7,0,18,0,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
17.0,UnderWorldGaming,5,5,0,16,0,12,0,17,0,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
18.0,SAKG Team,4,12,0,15,1,14,0,16,0,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
19.0,Best Buddies,0,19,0,0,0,0,0,0,0,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
20.0,Gym O Clock,0,20,0,0,0,0,0,0,0,Lobby 13,Round_2,,,,,Preseason_Qualifier_2
1.0,SXG,116,4,18,12,9,1,23,1,36,Lobby 14,Round_2,,,,,Preseason_Qualifier_2
2.0,LM,56,1,14,4,9,6,9,13,3,Lobby 14,Round_2,,,,,Preseason_Qualifier_2
3.0,Melon Hogs,41,2,6,2,7,7,1,4,1,Lobby 14,Round_2,,,,,Preseason_Qualifier_2
