Standings,Team.1,Total,Lobby,Round,StandingsPlacements and killsPoints,Team,"Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge BearClaw Gaming AllPlanned WhyUs","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge BearClaw Gaming AllPlanned WhyUs.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge AAS Morning Stars Excellent Era","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge AAS Morning Stars Excellent Era.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BearClaw Gaming Morning Stars AAS","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BearClaw Gaming Morning Stars AAS.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge BearClaw Gaming GIGI RNGBless","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge SPIRAL Team NoFear Gaming Oracle Esport","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge SPIRAL Team NoFear Gaming Oracle Esport.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge MajorPushers superdumplings SPIRAL Team","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge MajorPushers superdumplings SPIRAL Team.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge MajorPushers Hope Die Last UTFT","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge MajorPushers Hope Die Last UTFT.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge UTFT Australis FIGVAM","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge DungeonMast33rs Top Dogs Reakless","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge DungeonMast33rs Top Dogs Reakless.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge WeLoveShotgun NotoriousFamily BORGIR","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge WeLoveShotgun NotoriousFamily BORGIR.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BORGIR 6 banok na troih WeLoveShotgun","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BORGIR 6 banok na troih WeLoveShotgun.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge BORGIR Top Dogs DungeonMast33rs","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge LegionF Mat For Victory Ethernal","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge LegionF Mat For Victory Ethernal.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Ethernal GVG LegionF","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Ethernal GVG LegionF.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3turrets1brain Team Legion Ethernal","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3turrets1brain Team Legion Ethernal.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge KOMANDA A GVG 3turrets1brain","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge K1CK SUCCUBUS Rats","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge K1CK SUCCUBUS Rats.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge K1CK SeComportaYa Priests","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge K1CK SeComportaYa Priests.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Sxercise Controller City KIMADAZ","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Sxercise Controller City KIMADAZ.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge KIMADAZ Sxercise K1CK","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge 69iQ eSports Aspirateur NurzethexStyleS","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge 69iQ eSports Aspirateur NurzethexStyleS.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge uwuowoboys ATK dead inside","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge uwuowoboys ATK dead inside.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge NoWay XBox dead inside T-Rex","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge NoWay XBox dead inside T-Rex.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge T-Rex TURKs dead inside","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Redragon NIBBLE Esports Team Volpid","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Redragon NIBBLE Esports Team Volpid.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Sheriffs Team Volpid signelunaire","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Sheriffs Team Volpid signelunaire.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Enoughandmore Team Volpid FaTuttoilPad","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Enoughandmore Team Volpid FaTuttoilPad.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge Sheriffs Kvasna JIGSAW","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Nemesis Undertaker 3 Jabronies","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Nemesis Undertaker 3 Jabronies.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Undertaker MZY Monkey Milkers","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Undertaker MZY Monkey Milkers.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3 Jabronies Space Pigeons Vanaheim Gaming","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3 Jabronies Space Pigeons Vanaheim Gaming.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge Bacalhau Space Pigeons Undertaker"
14.0,Ebic Snake Dewds,7,Lobby 6,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,DoT-ger,6,Lobby 6,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,FriendsofBoomers,5,Lobby 6,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Space Renegades,4,Lobby 6,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Casuals4Fun,4,Lobby 6,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Apex Who Dis,47,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,PunX,46,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,GVG,42,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,LGN,41,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,ARIS,37,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Mat For Victory,31,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,EFG,26,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Xaler,25,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,KJT,25,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Crying our best,20,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,qoud vera Genus,16,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,NyanPasu,15,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,789Academy,11,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Takavid,7,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,THE OLD MEN,7,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Team AeS,3,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1YEP6,2,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Renaissance,2,Lobby 7,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,ETH,57,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Pepegi,46,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,PXL,43,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,LegionF,38,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,no team name,35,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,PauseChamps,33,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,3turrets1brain,26,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,KOMANDA A,23,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Senshi,20,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,WARM Esport,18,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,work hard money,17,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Yeboi Gaming,15,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Ignite,13,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,WHO,12,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,TASS,7,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,AYCEE,4,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Pog Frog,3,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,AP827926,0,Lobby 8,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,PRSTS,63,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Ragshack Bangers,58,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,ThatsaYouProblem,42,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,CHI,37,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Explosion,31,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Beams Only,26,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,fifth grader,26,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Exiled,23,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,SCBS,21,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,KIMADAZ,21,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,SVR,16,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Skill Gap,9,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,DidzGhiott,9,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,SA Legends,8,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Kids With Candy,5,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Noobs In Town,4,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Ovar Esport,2,Lobby 9,Round_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Lobby 1,Round_2,Unnamed: 0_level_2,Team,P,K,P,K,P,K,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,80,Lobby 1,Round_2,1.0,BCG,112,1313,54,1010,112,99,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,62,Lobby 1,Round_2,2.0,GIGI,180,11,160,0,45,2525,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,56,Lobby 1,Round_2,3.0,SMS,54,66,29,1414,29,99,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36,Lobby 1,Round_2,4.0,AAS,121,33,112,77,37,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23,Lobby 1,Round_2,5.0,bykva U,45,77,82,66,180,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22,Lobby 1,Round_2,6.0,WhyUs,37,55,63,22,160,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22,Lobby 1,Round_2,7.0,AP,29,44,73,11,151,11,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20,Lobby 1,Round_2,8.0,Wisps,102,44,102,33,92,33,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,Lobby 1,Round_2,9.0,NoWayFzB,63,0,45,22,82,22,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,Lobby 1,Round_2,10.0,RNGBless,92,44,170,0,102,11,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,Lobby 1,Round_2,11.0,Excellent Era,73,0,37,11,73,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15,Lobby 1,Round_2,12.0,MOB INT,151,11,111,22,141,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14,Lobby 1,Round_2,13.0,Exalty,82,1010,131,0,190,0,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,Lobby 1,Round_2,14.0,LegitGoats,131,0,141,66,63,11,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,Lobby 1,Round_2,15.0,SeXy Chonks,170,0,92,11,54,33,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,Lobby 1,Round_2,16.0,HEROES ESPORT,200,0,190,0,121,33,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,Lobby 1,Round_2,17.0,Royal Mooses,190,0,200,0,131,0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,Lobby 1,Round_2,18.0,MantaX,160,0,121,0,170,11,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,Lobby 1,Round_2,19.0,7Hologram,111,0,151,0,111,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,Lobby 1,Round_2,20.0,Reapers of death,141,0,180,0,200,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Lobby 2,Round_2,Unnamed: 0_level_2,Team,,,,,,,,P,K,P,K,P,K,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,73,Lobby 2,Round_2,1.0,MP,,,,,,,,141,0,112,1414,112,2727,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,45,Lobby 2,Round_2,2.0,NoFear,,,,,,,,29,1010,63,88,45,33,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,42,Lobby 2,Round_2,3.0,SPIRAL,,,,,,,,112,1111,37,77,63,11,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39,Lobby 2,Round_2,4.0,UTFT,,,,,,,,131,11,73,44,37,22,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,Lobby 2,Round_2,5.0,Hope Die Last,,,,,,,,54,55,131,0,29,44,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,Lobby 2,Round_2,6.0,FV,,,,,,,,63,33,82,99,131,55,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,Lobby 2,Round_2,7.0,Proxima,,,,,,,,82,66,54,33,54,55,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22,Lobby 2,Round_2,8.0,Uchinix,,,,,,,,121,1111,151,33,160,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,21,Lobby 2,Round_2,9.0,ORCL,,,,,,,,37,55,180,0,73,11,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,Lobby 2,Round_2,10.0,AUS,,,,,,,,111,0,190,0,200,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,Lobby 2,Round_2,11.0,ConsoleGamers,,,,,,,,45,22,92,11,82,22,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15,Lobby 2,Round_2,12.0,Kamisato,,,,,,,,151,0,151,0,111,44,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14,Lobby 2,Round_2,13.0,superdumplings,,,,,,,,190,0,29,33,102,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,Lobby 2,Round_2,14.0,Black PENTA,,,,,,,,73,11,102,33,121,11,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,Lobby 2,Round_2,15.0,PDPivas,,,,,,,,102,0,141,22,170,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,Lobby 2,Round_2,16.0,ZEBI,,,,,,,,92,0,45,11,151,0,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,Lobby 2,Round_2,17.0,Young Squad,,,,,,,,170,0,121,0,141,0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,Lobby 2,Round_2,18.0,Gang FDD,,,,,,,,200,0,170,0,92,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,Lobby 2,Round_2,19.0,weebs,,,,,,,,160,0,111,0,190,0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,Lobby 2,Round_2,20.0,Minor Keepers,,,,,,,,180,0,200,0,180,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Lobby 3,Round_2,Unnamed: 0_level_2,Team,,,,,,,,,,,,,,,P,K,P,K,P,K,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,57,Lobby 3,Round_2,1.0,DM,,,,,,,,,,,,,,,112,1616,63,33,54,55,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,51,Lobby 3,Round_2,2.0,BGR,,,,,,,,,,,,,,,180,0,37,1010,112,55,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,43,Lobby 3,Round_2,3.0,WLS,,,,,,,,,,,,,,,160,11,112,66,37,88,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,Lobby 3,Round_2,4.0,TD,,,,,,,,,,,,,,,29,22,131,0,45,77,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,Lobby 3,Round_2,5.0,NotoriousFamily,,,,,,,,,,,,,,,151,0,29,77,73,33,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32,Lobby 3,Round_2,6.0,6bnt,,,,,,,,,,,,,,,63,44,54,0,29,44,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,Lobby 3,Round_2,7.0,TRIHARD,,,,,,,,,,,,,,,54,99,45,66,141,55,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22,Lobby 3,Round_2,8.0,edit,,,,,,,,,,,,,,,102,99,111,33,121,11,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22,Lobby 3,Round_2,9.0,Reakless,,,,,,,,,,,,,,,37,77,92,55,131,0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,Lobby 3,Round_2,10.0,Weebs Out,,,,,,,,,,,,,,,82,11,141,0,190,44,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,Lobby 3,Round_2,11.0,Justthreeplayers,,,,,,,,,,,,,,,170,33,73,11,102,33,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,Lobby 3,Round_2,12.0,DASK,,,,,,,,,,,,,,,121,0,82,33,92,11,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,Lobby 3,Round_2,13.0,24K,,,,,,,,,,,,,,,73,22,102,0,160,0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,Lobby 3,Round_2,14.0,iEnvy,,,,,,,,,,,,,,,131,0,160,0,82,66,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,Lobby 3,Round_2,15.0,CHOC,,,,,,,,,,,,,,,92,22,200,11,180,11,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,Lobby 3,Round_2,16.0,Team SiMo,,,,,,,,,,,,,,,45,11,180,0,111,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,Lobby 3,Round_2,17.0,VALUE TEAM,,,,,,,,,,,,,,,200,0,190,0,63,55,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,Lobby 3,Round_2,18.0,First in Battle,,,,,,,,,,,,,,,111,0,121,44,151,0,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,Lobby 3,Round_2,19.0,White Clover,,,,,,,,,,,,,,,141,22,151,0,170,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,Lobby 3,Round_2,20.0,BountyHunterGG,,,,,,,,,,,,,,,190,0,170,0,200,0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Lobby 4,Round_2,Unnamed: 0_level_2,Team,,,,,,,,,,,,,,,,,,,,,,P,K,P,K,P,K,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,47,Lobby 4,Round_2,1.0,LegionF,,,,,,,,,,,,,,,,,,,,,,112,1616,37,77,170,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,46,Lobby 4,Round_2,2.0,ETH,,,,,,,,,,,,,,,,,,,,,,37,55,112,77,37,44,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,44,Lobby 4,Round_2,3.0,3turrets1brain,,,,,,,,,,,,,,,,,,,,,,170,0,151,33,112,1414,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39,Lobby 4,Round_2,4.0,KOMANDA A,,,,,,,,,,,,,,,,,,,,,,63,11,131,0,45,44,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
